url,Name of the flat,Value,Currency,General Expenses,Size of the flat,Bedrooms,Bathrooms,Seller,metraje,sup_terraza,sup_util,ambientes,dormitorios,banos,estacionamiento,bodegas,piso_unidad,cant_pisos,dept_piso,antiguedad,tipo_depa,orientacion,Calle,Barrio,Comuna,Ciudad,Dirección,Fecha_Publicacion,Description,map_depa,flat_id,quality_rate
https://www.portalinmobiliario.com/MLC-1504310817-extraordinaria-accesibilidad-9843-_JM#position%3D13%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D7018b112-c441-4f3c-b081-4100ca497ea8,Extraordinaria Accesibilidad  (9843),6700,UF,150000.0,71.0,2.0,2.0,identidad verificada,71.0,16.0,55.0,,2.0,2.0,1.0,1.0,3.0,20.0,5.0,9.0,Departamento,O,Extraordinaria Accesibilidad,Pedro de Valdivia,Providencia,RM (Metropolitana),"Extraordinaria Accesibilidad, Pedro de Valdivia, Providencia, RM (Metropolitana)",2024-07-16,"Oportunidad Inversionista, excelente departamento actualmente con contrato arriendo vigente.Precioso Departamento en Barrio Residencial de Providencia, cercano a plazas, comercios, colegios, supermercados, universidades, Metro y Parque Inés de SuárezSe distribuye en un amplio living comedor, con salida a la terraza, cuenta con ventanas termopanel, lo que permite un ambiente tranquilo y acogedor en todo momento. Tiene dos dormitorios, uno principal con baño en suite con salida a terraza. Segundo dormitorio amplio, con closet y terraza.Tiene 1 estacionamiento y 1 bodegaEl departamento ha sido completamente pintado y cuenta con un rack para TV, lo que permite un excelente entretenimiento para ti y tu familia. Además, el piso flotante, lo que significa que es resistente al agua y de fácil limpieza, ideal para quienes buscan un espacio cómodo y práctico.Cocina independiente, recién remodelada con una cubierta de cuarzo, dos hornos y un arranque para dispensador de agua, lo que te permite cocinar tus platos favoritos de manera más rápida y sencilla. Asimismo, los baños también han sido remodelados, brindando un aspecto moderno y agradable.El edificio cuenta con excelentes áreas comunes: piscina en el patio exterior para refrescarte y relajarte, amplias áreas verdes para disfrutar de momentos de tranquilidad, salón de eventos con cocina incorporada, perfecto para organizar reuniones y celebraciones, gimnasio completamente equipado para mantener un estilo de vida saludable, conserjería disponible las 24 horas del día, brindándote seguridad y asistencia en todo momento y dispone de estacionamiento de visitas para mayor comodidad.Conviene Visitar, en Agrega Valor Inmobiliario los acompañaremos en el proceso de compraventa, de principio a fin, con asesoría comercial y legal permanente.(9843)",Departamento,MLC-1504310817,0.9473684210526315
https://www.portalinmobiliario.com/MLC-2585136764-extraordinaria-accesibilidad-9854-_JM#position%3D14%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D7018b112-c441-4f3c-b081-4100ca497ea8,Extraordinaria Accesibilidad  (9854),7400,UF,220000.0,120.0,1.0,2.0,identidad verificada,120.0,45.0,75.0,,1.0,2.0,1.0,1.0,4.0,4.0,5.0,8.0,Tríplex,NOSP,Extraordinaria Accesibilidad,Campus Oriente,Providencia,RM (Metropolitana),"Extraordinaria Accesibilidad, Campus Oriente, Providencia, RM (Metropolitana)",2024-07-16,"Extraordinaria accesibilidad a las principales arterias de la comuna, en barrio tranquilo encuentras plazas, colegios, universidades, cafés, restaurantes, supermercados y servicios. Departamento precioso, moderno y amplio, ubicado en el último piso en edificio de 4, está espectacular estado de conservación muy bien cuidado. Muy espacioso, cómodo, acogedor y de gran luminosidad..A minutos de estaciones de metro, Chile España, Plaza Ñuñoa e Inés de Suárez. Seguridad - Conserje 24/7. Cómoda distribución, se accede por el piso del medio- De cuál, se baja a dormitorio principal, y se sube a la terraza privada.En el Nivel medio:- Hall de acceso.- Cómoda y luminosa cocina americana Integrada, totalmente amoblada, con barra central de comedor de diario. Equipado con encimera eléctrica, horno empotrado, campana.- Espacioso living comedor del ancho completo del departamento, y con excelente vista.Piso Inferior:- Por escalera se accede a un baño de visitas.- Gran dormitorio en suite con espacio suficiente para escritorio y cama kingPiso Superior:- Amplia terraza con sector para parrilla o quincho, muebles de terraza y la más preciosa vista despejada.- Bodega amplia que puede transformarse en otro dormitorio o escritorio. Calefacción central por radiadores independientes.Estacionamiento visitas y bicicletero.1 estacionamiento subterráneo.Seguridad las 24 hrs.Año de construcción: 2017Gastos comunes: $ 220.000 aproximadamente(9854)",Triplex,MLC-2585136764,0.9473684210526315
https://www.portalinmobiliario.com/MLC-1503249867-federico-froebelantonio-varas-_JM#position%3D38%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2d89462d-9ffa-430f-ac17-0042e4006355,Federico Froebel/antonio Varas,6700,UF,165000.0,71.0,2.0,2.0,identidad verificada,71.0,16.0,55.0,2.0,2.0,2.0,,,,,,,,,Federico Froebel/antonio Varas,Pedro de Valdivia,Providencia,RM (Metropolitana),"Federico Froebel/antonio Varas, Pedro de Valdivia, Providencia, RM (Metropolitana)",2024-07-12,"Portilla Propiedades  vende hermoso departamento de 55 m2 más 16 m2 de terraza ubicado en la prestigiosa zona de Providencia.Piso 4Orientación Sur Poniente El departamento tiene un amplio living comedor , con salida a la terraza, cuenta con ventanas termo panel, lo que permite un ambiente tranquilo y acogedor en todo momento.Tiene dos dormitorios dos dormitorios. Dormitorio principal con baño en suite con salida a terraza. Segundo dormitorio amplio y dispone de closet, para mayor comodidad del hogar, con terraza. El departamento ha sido completamente pintado y cuenta con un rack para TV, lo que permite un excelente entretenimiento para ti y tu familia. Además, el piso flotante, lo que significa que es resistente al agua y de fácil limpieza, ideal para quienes buscan un espacio cómodo y práctico.Tiene 1 estacionamiento y 1 bodegaCocina independiente, recién  remodelada con una cubierta de cuarzo, dos hornos y un arranque para dispensador de agua, lo que te permite cocinar tus platos favoritos de manera más rápida y sencilla. Asimismo, los baños también han sido remodelados, brindando un aspecto moderno y agradable.El edificio cuenta con excelentes áreas comunes: piscina en el patio exterior para refrescarte y relajarte, amplias áreas verdes para disfrutar de momentos de tranquilidad,salón de eventos con cocina incorporada, perfecto para organizar reuniones y celebraciones, gimnasio completamente equipado para mantener un estilo de vida saludable, conserjería disponible las 24 horas del día, brindándote seguridad y asistencia en todo momento y dispone de estacionamiento de visitas para mayor comodidad.No pierdas la oportunidad de adquirir este maravilloso departamento y disfrutar de todo lo que Federico Froebel tiene para ofrecer. Contáctanos para coordinar una visita y conocer más detalles sobre esta propiedad.Contacto: Portilla Portilla: 982667512Oficina: +56 229857495",,MLC-1503249867,0.5789473684210527
https://www.portalinmobiliario.com/MLC-2555759816-ferrerprovidencia-c422703-_JM#position%3D2%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dfdcef163-c75a-4084-946e-c0cc0190c6b4,Ferrer/providencia C_422703,6900,UF,160000.0,121.0,1.0,2.0,identidad verificada,121.0,16.0,105.0,3.0,1.0,2.0,1.0,,,,,,,,Campus Oriente,Providencia,RM (Metropolitana),,"Campus Oriente, Providencia, RM (Metropolitana)",2024-07-06,"Magnifico Departamento Triplex, diseño de vanguardia, arquitectura moderna, hormigón a la vista en sus fachadas interiores.  Espacios prácticos pensados en función de tu comodidad.en la tradicional comuna de Providencia.Excelentes vías de acceso. Entorno privilegiado en la tradicional comuna de Providencia, sector residencial, calle muy tranquila, cercana a colegios, universidades, servicios, parques, placitas,.....1 Dormitorio, 2 Baños, 1 Estacionamiento, Bodega integrada, estupenda Terraza privada en la azotea.80 m2 (aprox) útiles en 100 m2 (aprox) totales.Primer nivel:Acceso, agradable living con vista despejada, baño de visitas con conexiones para lavadora, estupenda cocina americana, equipada: cubiertas de silestone, horno empotrado, encimera vitrocerámica, piso de porcelanato en todo el departamento. Nivel inferior:Escalera nos conduce al Dormitorio principal, baño en suite con shower, walk in closet.Nivel Azotea:Desde la cocina mediante una escalera se accede a una agradable Terraza de uso exclusivo, con lavaplatos y la espacialidad requerida para tener una parrilla. Ideal para disfrutar con amigos y en familia.1 Estacionamiento, bodega al interior del departamento.Piso porcelanato en todo el departamento, 2 equipos de aire acondicionado frio/calor, ventanales con persianas metálicas exteriores - automatizadas - Bicicletero, estacionamientos de visita, acceso controlado 24/7, circuito cerrado de TV, cámaras monitoreo en subterráneo y primer piso.A pasos de todo lo que necesitas, barrio consolidado, tranquilidad, calidad de vida y conectividad requerida. Excelente área residencial.Estar bien ubicados es fundamental.Te invitamos a conocerlo, no pierdas esta oportunidad de compra, CONTACTANOS, para coordinar tu próxima visita.",,MLC-2555759816,0.631578947368421
https://www.portalinmobiliario.com/MLC-2555757516-francisco-de-aguirreespoz-c422594-_JM#position%3D1%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D16a8fd6e-feb2-48d2-9227-2f642af8321e,Francisco De Aguirre/espoz C_422594,24500,UF,650000.0,295.0,3.0,4.0,identidad verificada,295.0,50.0,245.0,5.0,3.0,4.0,4.0,,,,,,,,Parque Bicentenario,Vitacura,RM (Metropolitana),,"Parque Bicentenario, Vitacura, RM (Metropolitana)",2024-07-06,"Hermoso departamento, emplazado en sector residencial consolidado de Vitacura, cercano a calles principales con rápidos accesos,  cercano a centros comerciales, colegios.Descripción:Nos recibe un amplio hall de acceso con piso de porcelanato, puertas de acceso a recibos que salen a terraza cerrada con cristales, living y comedor separados (piso mármol) con puertas de corredera de madera.Cocina de buen tamaño amoblada y equipada con comedor de diario integrado, logia cerrada, pieza y baño de servicio.  Lindo baño de visitas y closet visitas.En espacios privados, sala de estar, 3 dormitorios en suite que salen a terraza, dormitorio principal con walk in closet grande y baño (ventilación natural) muy cómodo por sus proporciones.Termopanel y persianas metálicas eléctricas.Cuenta con  1 gran de bodega y 4 estacionamientos en nivel -1.El edificio cuenta con conserjería 24/7, accesos controlados, gimnasio, sala de eventos, estacionamientos de visitas.Gastos comunes : 650.000.-Contribuciones : $ 1.000.000.-",,MLC-2555757516,0.631578947368421
https://www.portalinmobiliario.com/MLC-2571255596-frente-a-plaza-doctor-pedro-lautaro-ferrer-_JM#position%3D1%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D838042da-4ae3-41d8-9fcb-51342cb7af85,Frente A Plaza Doctor Pedro Lautaro Ferrer,8000,UF,130000.0,107.0,3.0,2.0,Proyecto Inmueble,107.0,4.0,103.0,3.0,3.0,2.0,2.0,1.0,2.0,,,23.0,Departamento,SO,Frente A Plaza Doctor Pedro Lautaro Ferrer,Campus Oriente,Providencia,RM (Metropolitana),"Frente A Plaza Doctor Pedro Lautaro Ferrer, Campus Oriente, Providencia, RM (Metropolitana)",2024-07-11,"Características:Piso 2107 m2 totales103 utiles3 dormitorios2 bañosLiving - ComedorTerrazaSur - OrienteCalefacción por radiador2 estacionamientosPiso FlotanteBodegaAreas Comunes:Areas verdesSalón de eventosJuegos infantilesConserje 24 hrsGastos Comunes: $130.000 aprox.Precioso departamento situado en barrio residencial de Providencia con todos los servicios muy cercanos, a pasos de colegios, farmacias, Supermercados unimarc, Lider express. Gran oportunidad de precio!!!",Departamento,MLC-2571255596,0.8947368421052632
https://www.portalinmobiliario.com/MLC-1505388379-frente-a-plaza-la-alcaldesa-con-vista-a-la-cordillera-_JM#position%3D20%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D3385ef4e-fba0-499b-a47f-a87e2b6f19a9,"Frente A Plaza La Alcaldesa, Con Vista A La Cordillera.",8700,UF,200000.0,98.0,2.0,2.0,identidad verificada,98.0,0.0,98.0,,2.0,2.0,1.0,2.0,,,,5.0,Departamento,,Avenida Pocuro & Avenida Los Leones,Providencia,Chile,Los Leones,"Avenida Pocuro & Avenida Los Leones, Providencia, Chile, Los Leones, Providencia, RM (Metropolitana)",2024-07-19,"Espectacular departamento con linda vista a la Cordillera, orientación Nor-Oriente. Amplio hall de entrada, cocina integrada y equipada con encimera, horno y refrigerador, y además cuenta con una puerta corrediza que al cerrarse queda totalmente independiente. Living y comedor con salida a una gran terraza con vista despejada a la Cordillera y Plaza La Alcaldesa. Dos dormitorios orientación poniente, principal en suite y 2 baños.DomóticaTermopanel y ventanas con aislación acústica.Todo el piso del departamento es porcelanato.La calefacción es eléctrica independiente.1 estacionamiento y 2 bodegas.Gastos Comunes: $200.000 mensual aprox. (incluye agua caliente y electricidad).El edificio cuenta con piscina temperada para uso durante todo el año, lavandería, salón multiusos y quincho.Estacionamientos de visitas.",Departamento,MLC-1505388379,0.7368421052631579
https://www.portalinmobiliario.com/MLC-1503224509-frente-al-parque-bicentenario-extraordinaria-ubicacion-_JM#position%3D17%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Df55a26c3-b0ca-4bc1-a297-352d4baa9ecc,"Frente Al Parque Bicentenario, Extraordinaria Ubicación",23500,UF,900000.0,350.0,6.0,5.0,identidad verificada,350.0,46.0,304.0,,6.0,5.0,3.0,2.0,,,,,,,Los Abedules,Vitacura,Chile,Parque Bicentenario,"Los Abedules, Vitacura, Chile, Parque Bicentenario, Vitacura, RM (Metropolitana)",2024-07-13,"Extraordinaria Ubicación, frente al parque bicentenario.Grandes espacios.354 M2 totales3 estacionamientos, uno en tandem.2 bodegas.Gastos comunes $ 900.000Contribuciones  $1.300.000Terraza de gran tamaño.4 dormitorios, 3 en suite, baños con luz natural.Living comedor separados. ( en la fotografia figura living y comedor juntos, ese es solo living)Escritorio o sala de estar de gran tamaño.Baño de VisitasCocina de gran tamaño.2 piezas de servicio, comparten un baño.Logia.Depto con salida de servicio.Ventanas termopanel.2 deptos por pisoConserjería 24/7",,MLC-1503224509,0.631578947368421
https://www.portalinmobiliario.com/MLC-2567874260-full-remodelado-hernando-de-aguirre-metro-tobalaba-_JM#position%3D3%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D723bb569-01d9-48bc-aa4d-a88b9f7f9386,Full Remodelado / Hernando De Aguirre / Metro Tobalaba,9700,UF,380000.0,150.0,4.0,3.0,Nilo Zucco Corredora Boutique,150.0,20.0,130.0,,4.0,3.0,2.0,1.0,3.0,8.0,1.0,44.0,-,NO,Metro Tobalaba / Hernando De Aguirre,Metro Tobalaba - Mall Costanera,Providencia,RM (Metropolitana),"Metro Tobalaba / Hernando De Aguirre, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",2024-07-11,"***EN VENTA*** ++AMPLIO, LUMINOSO Y COMPLETAMENTE REMODELADO++ Sumérgete en la comodidad de este magnífico departamento completamente remodelado, situado en una ubicación tan privilegiada como la calle Hernando de Aguirre a pocos pasos del Metro Tobalaba, en la distinguida comuna de Providencia. Con una distribución perfectamente diseñada, esta propiedad ofrece 4 dormitorios espaciosos ( uno de ellos de servicio), 3 baños y generosos espacios que totalizan 150 metros cuadrados construidosDisfruta de la luminosidad y calidez natural que proporciona su orientación Nor-Oriente Poniente-Sur (1 Departamento por piso), que permite que la luz del sol ilumine cada rincón de este encantador hogar. Además, sus amplias dimensiones y finas terminaciones brindan un ambiente de elegancia y confort, ideal para vivir momentos inolvidables junto a tu familia. - 2 Estacionamientos subterráneos en paralelo.- 1 Amplia bodega. No pierdas la oportunidad de adquirir este tesoro inmobiliario y haz de este departamento tu nuevo refugio en el corazón de Providencia. ¡Contáctanos y agenda una visita antes de que sea demasiado tarde!",,MLC-2567874260,0.9473684210526315
https://www.portalinmobiliario.com/MLC-1501008657-funcional-comodo-y-exclusivo-6974-_JM#position%3D1%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De980e12a-3962-4222-a6f5-748ad1a6a5ab,"Funcional, Comodo Y  Exclusivo (6974)",20500,UF,,241.0,4.0,3.0,identidad verificada,241.0,96.0,145.0,,4.0,3.0,2.0,1.0,6.0,7.0,4.0,14.0,Departamento,,Funcional,Comodo Y  Exclusivo,Parque Bicentenario,Vitacura,"Funcional, Comodo Y  Exclusivo, Parque Bicentenario, Vitacura, RM (Metropolitana)",2024-07-07,"Departamento espléndido, cómodo, amplio y luminoso.En el exclusivo sector del Parque Bicentenario, con una vista despejada a la cordillera, cerro Manquehue y Parque metropolitano.-Se encuentra a pocas cuadras de supermercados, bancos, colegios, restaurantes, locomoción y excelentes accesos a autopistas Distribución;-Amplio hall de entrada.-Gran living comedor con salida a una increíble terraza de 100 metros con conexión a hot tub.-Quincho.-Cocina integrada, finamente equipada, loggia-4 dormitorios-1 en suite-2 baños (esta en el plano adjunto)-2 estacionamientos subterráneos y bodegaOtros detalles; Edificio cuenta con seguridad 24/7, Estacionamientos de visitas, Áreas verdes, Espacios comunes, Gimnasio y Sala Multiuso.  Todo esto por un increíble precio de tan solo UF20500. No pierdas la oportunidad de adquirir esta joya en uno de los lugares más cotizados de Vitacura. ¡Contáctanos hoy mismo y déjate cautivar por todas las ventajas que este departamento tiene para ofrecerte!(6974)",Departamento,MLC-1501008657,0.8421052631578947
https://www.portalinmobiliario.com/MLC-2587847062-grace-kelm-vende-departamento-4d-3b-2est-2bod-con-hermosa-vi-_JM#position%3D6%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D235b285b-2e17-47d8-9862-6c37f889478b,Grace Kelm Vende Departamento 4d 3b 2est 2bod Con Hermosa Vi,9000,UF,230000.0,3500.0,4.0,3.0,identidad verificada,3500.0,3393.0,107.0,6.0,4.0,3.0,2.0,,,7.0,,8.0,,,Diagonal Oriente 1620,Inés de Suárez,Providencia,RM (Metropolitana),"Diagonal Oriente 1620, Inés de Suárez, Providencia, RM (Metropolitana)",2024-07-17,"Si estás buscando un depto muy confortable, nuevo, en excelente estado de mantención , muy bién ubicado a tan solo 9 minutos del metro Inés de Suarez, además de amplio y con todo lo que tu familía necesita cerca, para vivir en la tan estratégica y segura comuna de Providencia te ofrezco hoy este maravilloso departamento con una amplia terraza a la cordillera de los Andes, de 112m2 totales que está compuesto de 4 dormitorios , principal muy espacioso y con amplios walking closet, 3 baños, living comedor , cocina amplia amoblada independiente, Aire acondicionado en todas las habitaciones, muy luminoso orientación este, con 2 estacionamientos y 2 bodegas, posee piscina , gimnasio, estacionamientos de visita; Muchos buscan deptos de estas condiciones y pocos lo encuentran, si lo viste hoy no lo dejes pasar!Grace Kelm ""Martillera Corredora Pública y Corredora Inmobiliaria"" - KP333788 - KPD071700 -  - Publicado con KiteProp CRM Sistema Inmobiliario",,MLC-2587847062,0.7368421052631579
https://www.portalinmobiliario.com/MLC-1504471227-grace-kelm-vende-impecable-depto-antiguo-ventanas-termopan-_JM#position%3D1%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D235b285b-2e17-47d8-9862-6c37f889478b,Grace Kelm Vende Impecable Depto Antiguo/  Ventanas Termopan,7780,UF,190000.0,120.0,3.0,3.0,identidad verificada,120.0,24.0,96.0,4.0,3.0,3.0,1.0,,,8.0,,40.0,,,Carlos Antunez 2112,Las Lilas,Providencia,RM (Metropolitana),"Carlos Antunez 2112, Las Lilas, Providencia, RM (Metropolitana)",2024-07-17,"En la comuna de Providencia en la intersección de las calles Carlos Antunez con Pedro De valdivia, te ofrezco a la venta este depto antiguo de excelente calidad en materialidad de 8 pisos y de una estupenda distribucion , ventilación e iluminación, además debido a su orientación te cuento que es un depto muy silencioso, calido en invierno y fresco en verano; Todos sus pisos flotantes, paredes, todas las aberturas de termopanel, muebles de la cocina, campana, horno, lava platos, grifos, se encuentran en un estado de manteción impecable , el departamento cuenta con tres amplios y luminosos dormitorios con salida a espaciosas terrazas, tres baños, cocina indepediente, gran living comedor y terraza principal, posee un estacionamiento techado y bodega; no cuennta con espacios comunes eso hace que pagues bajos gastos comunes. Realmente si estas buscando un departamento donde no tengas que invertir en remodelación ni arreglos y buscas confort, comodidad, practicidad y estar cerca de todo y en un barrio seguro y que este rodeado de áreas verdes, ciclovías o bién cerca de todas las universidades con inmejorable conexión.... este es el tuyo !!!! Llamame Hoy! Grace Kelm ""Martillera Corredora pública y corredora inmobiliaria"" - KP337052 - KPD071701 -  - Publicado con KiteProp CRM Sistema Inmobiliario",,MLC-1504471227,0.7368421052631579
https://www.portalinmobiliario.com/MLC-1505306477-gran-departamento-160-mts-totales-2-estacionamientos-_JM#position%3D27%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D3385ef4e-fba0-499b-a47f-a87e2b6f19a9,Gran Departamento / 160 Mts Totales / 2 Estacionamientos ,11000,UF,180000.0,160.0,3.0,2.0,True Home,160.0,20.0,140.0,,3.0,2.0,2.0,1.0,9.0,12.0,4.0,44.0,-,NO,160 Mts Totales / 2 Estacionamientos,Las Lilas,Providencia,RM (Metropolitana),"160 Mts Totales / 2 Estacionamientos, Las Lilas, Providencia, RM (Metropolitana)",2024-07-19,"160 MTS TOTALES  3 Amplios Dormitorios - 2 Baños - Pieza de Servicio Completa - Gran Terraza - 2 Estacionamiento - Bodega.Departamento con ubicación inmejorable ubicado en la Comuna de Providencia en un agradable barrio residencial: Plaza Loreto Cousiño, Plazas las Lilas, Universidades, Colegios, podemos llegar caminando a Estaciones del Metro Tobalaba o Cristóbal Colón un lugar para vivir alrededor de Cafe, restaurantes y servicios varios, Cercano al Mall Costanera Center.Cuenta con Hall de Entrada, Amplio Living Comedor en Ele, Gran Terraza con una vista privilegiada a Stad Frances, Cocina Independiente mas Logia y Lavadero, Pieza de Servicio Completa, Puerta Divisora que nos invita a la Zona de Descanso 3 Amplios dormitorios Principal en suite mas espaciosos closets, otros 2 dormitorios de excelente tamaño, Baño de Visitas, 2 Estacionamientos y Bodega.Una buena oportunidad para vivir con todas las comodidades en familia. Edificio cuenta con Seguridad 24/7, Circuito cerrado de TV, Portón Eléctrico y Lindas Areas Verdes. ¡¡¡ No deje de visitar !!",,MLC-1505306477,0.9473684210526315
https://www.portalinmobiliario.com/MLC-1504655617-gran-departamento-moderno-en-venta-providencia-_JM#position%3D3%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D9260f790-6cbc-4ecd-970f-08cd89a3c0a9,Gran Departamento Moderno En Venta Providencia,10500,UF,200000.0,90.0,3.0,2.0,identidad verificada,90.0,90.0,80.0,5.0,3.0,2.0,1.0,1.0,2.0,7.0,8.0,6.0,Departamento,NP,Barros Borgoño 360,Manuel Montt,Providencia,RM (Metropolitana),"Barros Borgoño 360, Manuel Montt, Providencia, RM (Metropolitana)",2024-07-17,"Buscas vivir en departamento moderno, céntrico pero a la vez tranquilo? Te presentamos este espectacular departamento moderno con terminaciones de primer nivel, emplazado en moderno y exclusivo condominio de Providencia a pasos de metro Manuel Montt.Este luminoso departamento de 90 mts2, tiene 3 dormitorio y dos baños, el dormitorio principal en suite, con amplios closet y salida a linda terraza que cubre el frente del departamento.Tienen una hermosa y moderna cocina tipo americana, con cubiertas de mármol, equipada con encimera, horno, campana y amplia despensa, además de una cómoda logia.Se destaca el espacioso living comedor con salida a terraza.El departamento tiene amplios closet con gran capacidad de almacenamiento.Tiene una hermosa terraza privada en la azotea de 35 mts2 aproximadamente. Con una parte cerrada y otra abierta.Además el condominio tiene bellos espacios comunes como Piscina, Quincho, Salón de Evento, Gimnasio, Sala para niños, estacionamiento de visita. Departamento cuenta con estacionamiento y bodega.La orientación del departamento es Norponiente. El departamento tiene 6 años de antiguedad.Gastos comunes $200.000.- Aprox.Contribuciones: $210.000.- Aprox.!!No dejes de visitar este gran departamento, es una gran oportunidad de adquirir lo que sueñas!!Valor UF 10.500.- - KP339572 - KPD071711 -  - Publicado con KiteProp CRM Sistema Inmobiliario",Departamento,MLC-1504655617,1.0
https://www.portalinmobiliario.com/MLC-2563567256-gran-departamento-acogedor-luminoso-_JM#position%3D6%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dfee897c4-d4df-4957-b77d-52a18b2b98c7,"Gran Departamento,  Acogedor Luminoso ",450000000,CLP,350000.0,190.0,3.0,3.0,identidad verificada,190.0,22.0,168.0,,3.0,3.0,2.0,2.0,,,2.0,,Semi piso,NOSP,Suecia 503,Providencia,Chile,Los Leones,"Suecia 503, Providencia, Chile, Los Leones, Providencia, RM (Metropolitana)",2024-07-09,DEPARTAMENTO PISO SEIS3 DORMITORIOS  CON CLOSET2 BAÑOS UNO SUITEESTAR O CUARTO DORMITORIOLIVING COMEDOR SEPARADOS  VISTA ORIENTECOCINA CON COMEDOR DIARIODORMITORIO Y BAÑO SERVICIO O QUINTO DORMITORIOTERRAZASVISTA ORIENTE NORTE Y  SUR 2 ESTACIONAMIENTOS2 BODEGASSOLO 11 DEPARTAMENTOS EN EDIFICIO190 M2 CONSTRUIDO  APROX25 M2 TERRAZAS APROXGASTOS COMUNES $ 350.000 APROX,Semi Piso,MLC-2563567256,0.7894736842105263
https://www.portalinmobiliario.com/MLC-2588015176-gran-depto-4d-2b-con-estac-y-bodega-metro-manuel-montt-r-_JM#position%3D4%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D235b285b-2e17-47d8-9862-6c37f889478b,"Gran Depto 4d 2b Con Estac. Y Bodega, Metro Manuel Montt - R",7800,UF,200000.0,130.0,4.0,1.0,identidad verificada,130.0,16.0,114.0,5.0,4.0,1.0,1.0,1.0,8.0,9.0,4.0,23.0,,,Orden De Malta 1455,Manuel Montt,Providencia,RM (Metropolitana),"Orden De Malta 1455, Manuel Montt, Providencia, RM (Metropolitana)",2024-07-17,"RPM Vende Amplio Departamento : 4 Dormitorios, 2 baños, Cocina, Logia, Living comedor. en un 8 piso aprox 130 m2 incluido metraje de buena terraza con vista Soleada Norte, Sur y Cordillera, Sin departamentos vecinos que impidan la vista, muy buena iluminación solar sin edificios que tapen. Habitación Matrimonial en Suite con Walk-In Closet.Edificio : Edificio de 9 pisos, a solo 4 cuadras de Metro Manuel Montt, recinto completamente cerrado, con estacionamiento común cerrado, Portería con conserje 24 hrs, Edificio construido el año 2001, Piscina.Barrio : Muy tranquilo buena conectividad entre calles Manuel Montt y Antonio Varas, , cerca de Universidades, Colegios, Parques, Supermercados, Centro Asistencial, Farmacias, Gimnasios.Estacionamiento : Subterraneo en el piso -2Bodega : Bodega grande aproximadamente 4x2,5mt en el piso -2Considerar comisión de corretaje con asesoría en todo el proceso - KP335610 - KPD071700 -  - Publicado con KiteProp CRM Sistema Inmobiliario",,MLC-2588015176,0.8947368421052632
https://www.portalinmobiliario.com/MLC-2583147420-gran-depto-estilo-frances-viva-con-estilo-_JM#position%3D10%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8edafa28-bae4-4d3a-9fd9-80fcda55609a,Gran Depto Estilo Francés! Viva Con Estilo ,9900,UF,150000.0,190.0,4.0,3.0,identidad verificada,190.0,0.0,190.0,,4.0,3.0,1.0,1.0,,,,,Departamento,,Avenida Providencia 300 - 600,Providencia,Chile,Plaza Italia,"Avenida Providencia 300 - 600, Providencia, Chile, Plaza Italia, Providencia, RM (Metropolitana)",2024-07-15,Hermoso departamento con excelente conectividad.Muy iluminado y con vista despejada4 dormitorios3 bañosLiving ComedorCocinaComedor diarioLogiaEstacionamiento con cocheraBodegaVentanas con termopanelPiso parquet Gastos comunes entre $150.000 y $190.000 incluyen agua,Departamento,MLC-2583147420,0.6842105263157895
